Temps (s),Consigne fleche (deg),Consigne balancier (deg),Consigne godet (deg),Gamma 1 (deg),Gamma 2 (deg),Gamma 3 (deg),Gamma 5 (deg),Vitesse axe fleche (deg/s),Vitesse axe balancier (deg/s),Vitesse axe godet (deg/s),Vitesse axe triangle (deg/s),Consigne X (mm),Consigne Y (mm),Consigne gamma (deg),X (mm),Y (mm),Gamma (deg),Consigne vitesse verin 1 (mm/s),Consigne vitesse verin 2 (mm/s),Consigne vitesse verin 3 (mm/s),Vitesse verin 1 (mm/s),Vitesse verin 2 (mm/s),Vitesse verin 3 (mm/s),Longueur verin 1 (mm),Longueur verin 2 (mm),Longueur verin 3 (mm),Force verin 1 (N),Force verin 2 (N),Force verin 3 (N),Courant verin 1 (A),Courant verin 2 (A),Courant verin 3 (A),Tension verin 1 (V),Tension verin 2 (V),Tension verin 3 (V),Puissance verin 1 (W),Puissance verin 2 (W),Puissance verin 3 (W),Energie verin 1 (J),Energie verin 2 (J),Energie verin 3 (J),Puissance mecanique verin 1 (W),Puissance mecanique verin 2 (W),Puissance mecanique verin 3 (W),Angle moteur verin 1 (rad),Angle moteur verin 2 (rad),Angle moteur verin 3 (rad),Vitesse moteur verin 1 (rad/s),Vitesse moteur verin 2 (rad/s),Vitesse moteur verin 3 (rad/s),Butee fleche,Butee balancier,Butee godet,Butee sol
4.205,30.428,-63.421,72.000,51.970,-63.412,70.322,77.345,-6.885,0.000,0.014,0.011,700.0,100.0,35.0,614.4,350.1,0.5,10.000,0.018,-2.516,10.001,0.018,-2.508,42.9,2.7,0.1,-170.7,-131.2,-8.9,0.500,-0.000,0.005,18.98,0.00,-7.39,9.50,0.00,0.04,41.39,13.54,2.90,1.70,0.00,0.02,1930.583,122.132,2.340,449.929,0.815,-112.813,0,0,0,0
4.230,30.428,-63.421,72.000,51.831,-63.412,70.325,77.346,-6.893,0.000,0.014,0.011,700.0,100.0,35.0,615.2,348.6,0.4,10.000,0.018,-2.513,10.001,0.018,-2.508,43.1,2.7,0.1,-170.1,-129.7,-8.4,0.500,-0.000,0.005,18.98,0.00,-7.38,9.49,0.00,0.04,41.58,13.54,2.90,1.71,0.00,0.02,1939.545,122.132,2.285,449.930,0.815,-112.813,0,0,0,0
4.246,30.428,-63.421,72.000,51.691,-63.412,70.323,77.346,-6.900,0.000,0.014,0.011,700.0,100.0,35.0,616.1,347.1,0.2,10.000,0.018,-2.516,10.001,0.018,-2.508,43.3,2.7,0.1,-172.0,-131.2,-8.9,0.499,-0.000,0.005,18.97,0.00,-7.39,9.48,0.00,0.04,41.77,13.54,2.90,1.70,0.00,0.02,1948.508,122.132,2.329,449.930,0.816,-112.814,0,0,0,0
4.276,30.428,-63.421,72.000,51.552,-63.412,70.322,77.345,-6.907,0.000,0.014,0.011,700.0,100.0,35.0,616.9,345.6,0.1,10.000,0.018,-2.518,10.001,0.018,-2.508,43.5,2.7,0.1,-170.6,-128.7,-8.1,0.499,-0.000,0.005,18.97,0.00,-7.37,9.48,0.00,0.04,41.96,13.54,2.90,1.72,0.00,0.02,1957.471,122.132,2.360,449.930,0.817,-112.814,0,0,0,0
4.292,30.428,-63.421,72.000,51.412,-63.412,70.323,77.345,-6.914,0.000,0.014,0.011,700.0,100.0,35.0,617.7,344.1,-0.1,10.000,0.018,-2.515,10.001,0.018,-2.508,43.7,2.7,0.1,-173.4,-131.1,-8.9,0.499,-0.000,0.005,18.97,0.00,-7.40,9.47,0.00,0.04,42.15,13.54,2.90,1.71,0.00,0.02,1966.434,122.132,2.319,449.930,0.818,-112.814,0,0,0,0
4.306,30.428,-63.421,72.000,51.272,-63.411,70.321,77.345,-6.922,0.000,0.014,0.011,700.0,100.0,35.0,618.6,342.6,-0.2,10.000,0.018,-2.518,10.001,0.018,-2.508,43.9,2.7,0.1,-174.1,-131.1,-8.9,0.498,-0.000,0.005,18.97,0.00,-7.37,9.46,0.00,0.04,42.34,13.54,2.90,1.73,0.00,0.02,1975.398,122.132,2.367,449.930,0.818,-112.814,0,0,0,0
4.338,30.428,-63.421,72.000,51.132,-63.411,70.324,77.345,-6.929,0.000,0.014,0.011,700.0,100.0,35.0,619.4,341.1,-0.3,10.000,0.018,-2.514,10.001,0.018,-2.508,44.1,2.7,0.1,-174.7,-131.1,-8.9,0.498,-0.000,0.005,18.97,0.00,-7.40,9.46,0.00,0.04,42.53,13.54,2.90,1.74,0.00,0.02,1984.362,122.132,2.308,449.930,0.819,-112.814,0,0,0,0
4.345,30.428,-63.421,72.000,50.992,-63.411,70.322,77.345,-6.937,0.000,0.014,0.011,700.0,100.0,35.0,620.3,339.6,-0.5,10.000,0.018,-2.517,10.001,0.018,-2.508,44.3,2.7,0.1,-175.4,-131.1,-9.0,0.498,-0.000,0.005,18.97,0.00,-7.38,9.45,0.00,0.04,42.72,13.54,2.90,1.75,0.00,0.02,1993.326,122.132,2.357,449.930,0.820,-112.814,0,0,0,0
4.370,30.428,-63.421,72.000,50.852,-63.411,70.324,77.345,-6.944,0.000,0.014,0.011,700.0,100.0,35.0,621.1,338.0,-0.6,10.000,0.018,-2.514,10.001,0.018,-2.508,44.5,2.7,0.1,-176.1,-131.1,-9.0,0.497,-0.000,0.005,18.97,0.00,-7.40,9.44,0.00,0.04,42.91,13.54,2.90,1.75,0.00,0.02,2002.290,122.132,2.297,449.931,0.821,-112.813,0,0,0,0
4.386,30.428,-63.421,72.000,50.712,-63.411,70.322,77.345,-6.952,0.000,0.014,0.011,700.0,100.0,35.0,621.9,336.5,-0.8,10.000,0.019,-2.517,10.001,0.018,-2.508,44.7,2.7,0.1,-176.8,-131.0,-9.0,0.497,-0.000,0.005,18.97,0.00,-7.38,9.43,0.00,0.04,43.10,13.54,2.91,1.76,0.00,0.02,2011.255,122.132,2.346,449.931,0.821,-112.813,0,0,0,0
4.417,30.428,-63.421,72.000,50.571,-63.411,70.325,77.346,-6.959,0.000,0.014,0.011,700.0,100.0,35.0,622.7,335.0,-0.9,10.000,0.019,-2.513,10.001,0.018,-2.513,44.9,2.7,0.1,-177.4,-131.0,-9.0,0.496,-0.000,0.005,18.97,0.00,-7.40,9.43,0.00,0.04,43.29,13.54,2.91,1.77,0.00,0.02,2020.220,122.132,2.286,449.931,0.822,-113.061,0,0,0,0
4.424,30.428,-63.421,72.000,50.430,-63.411,70.323,77.346,-6.967,0.000,0.014,0.011,700.0,100.0,35.0,623.6,333.5,-1.0,10.000,0.019,-2.516,10.001,0.018,-2.513,45.1,2.7,0.1,-178.1,-131.0,-9.0,0.496,-0.000,0.005,18.97,0.00,-7.39,9.42,0.00,0.04,43.47,13.54,2.91,1.77,0.00,0.02,2029.185,122.132,2.336,449.931,0.823,-113.061,0,0,0,0
4.448,30.428,-63.421,72.000,50.289,-63.411,70.324,77.346,-6.975,0.000,0.014,0.011,700.0,100.0,35.0,624.4,331.9,-1.2,10.000,0.019,-2.514,10.001,0.018,-2.513,45.3,2.7,0.1,-177.1,-129.1,-8.4,0.496,-0.000,0.005,18.97,0.00,-7.38,9.41,0.00,0.04,43.66,13.54,2.91,1.78,0.00,0.02,2038.150,122.132,2.309,449.931,0.824,-113.061,0,0,0,0
4.480,30.428,-63.421,72.000,50.148,-63.411,70.323,77.346,-6.983,0.000,0.014,0.011,700.0,100.0,35.0,625.2,330.4,-1.3,10.000,0.019,-2.515,10.001,0.018,-2.513,45.5,2.7,0.1,-179.5,-130.9,-9.0,0.495,-0.000,0.005,18.97,0.00,-7.39,9.40,0.00,0.04,43.85,13.54,2.91,1.77,0.00,0.02,2047.116,122.132,2.325,449.931,0.825,-113.060,0,0,0,0
4.485,30.428,-63.421,72.000,50.007,-63.411,70.321,77.345,-6.991,0.000,0.014,0.011,700.0,100.0,35.0,626.0,328.8,-1.5,10.000,0.019,-2.518,10.001,0.018,-2.513,45.7,2.7,0.1,-184.7,-136.1,-10.7,0.495,-0.000,-0.129,18.97,0.00,-7.37,9.39,0.00,0.04,44.04,13.54,2.91,1.80,0.00,0.02,2056.082,122.133,2.374,449.931,0.825,-113.059,0,0,0,0
4.510,30.428,-63.421,72.000,49.866,-63.411,70.324,77.346,-6.998,0.000,0.014,0.011,700.0,100.0,35.0,626.8,327.3,-1.6,10.000,0.019,-2.515,10.001,0.018,-2.513,45.9,2.7,0.1,-180.9,-130.9,-9.1,0.494,-0.000,-0.129,18.97,0.00,-7.40,9.39,0.00,0.95,44.23,13.54,2.93,1.85,0.00,0.03,2065.048,122.133,2.315,449.931,0.826,-113.064,0,0,0,0
4.526,30.428,-63.421,72.000,49.724,-63.411,70.322,77.345,-7.006,0.000,0.014,0.011,700.0,100.0,35.0,627.6,325.7,-1.8,10.000,0.019,-2.518,10.001,0.018,-2.513,46.1,2.7,0.1,-181.6,-130.9,-9.1,0.494,-0.000,-0.129,18.97,0.00,-7.37,9.38,0.00,0.96,44.41,13.54,2.95,1.81,0.00,0.02,2074.015,122.133,2.364,449.932,0.827,-113.063,0,0,0,0
4.558,30.428,-63.421,72.000,49.582,-63.411,70.324,77.346,-7.014,0.000,0.014,0.011,700.0,100.0,35.0,628.4,324.2,-1.9,10.000,0.019,-2.514,10.001,0.018,-2.514,46.3,2.7,0.1,-182.2,-130.8,-9.1,0.494,-0.000,-0.129,18.97,0.00,-7.40,9.37,0.00,0.95,44.60,13.54,2.97,1.82,0.00,0.02,2082.982,122.133,2.304,449.932,0.828,-113.085,0,0,0,0
4.565,30.428,-63.421,72.000,49.440,-63.411,70.322,77.345,-7.022,0.000,0.014,0.011,700.0,100.0,35.0,629.2,322.6,-2.0,10.000,0.019,-2.517,10.001,0.018,-2.514,46.5,2.7,0.1,-182.9,-130.8,-9.1,0.493,-0.000,-0.129,18.97,0.00,-7.38,9.36,0.00,0.96,44.79,13.54,2.99,1.82,0.00,0.02,2091.949,122.133,2.353,449.932,0.829,-113.084,0,0,0,0
4.590,30.428,-63.421,72.000,49.298,-63.411,70.325,77.346,-7.030,0.000,0.014,0.011,700.0,100.0,35.0,630.0,321.1,-2.2,10.000,0.019,-2.513,10.001,0.018,-2.518,46.7,2.7,0.1,-183.6,-130.8,-9.1,0.493,-0.000,-0.129,18.97,0.00,-7.40,9.36,0.00,0.95,44.97,13.54,3.00,1.83,0.00,0.02,2100.916,122.133,2.294,449.932,0.830,-113.295,0,0,0,0
4.606,30.428,-63.421,72.000,49.156,-63.411,70.322,77.346,-7.039,0.000,0.014,0.011,700.0,100.0,35.0,630.8,319.5,-2.3,10.000,0.019,-2.516,10.001,0.018,-2.518,46.9,2.7,0.1,-184.3,-130.7,-9.1,0.492,-0.000,-0.129,18.97,0.00,-7.39,9.35,0.00,0.96,45.16,13.54,3.02,1.84,0.00,0.02,2109.884,122.133,2.343,449.932,0.830,-113.294,0,0,0,0
4.636,30.428,-63.421,72.000,49.013,-63.411,70.325,77.346,-7.047,0.000,0.004,0.003,700.0,100.0,35.0,631.6,317.9,-2.5,10.000,0.019,-2.512,10.001,0.018,-2.516,47.1,2.7,0.1,-185.0,-130.7,-9.2,0.492,-0.000,-0.133,18.97,0.00,-7.39,9.34,0.00,0.95,45.35,13.54,3.04,1.84,0.00,0.02,2118.852,122.133,2.283,449.932,0.831,-113.189,0,0,0,0
4.651,30.428,-63.421,72.000,48.870,-63.411,70.323,77.346,-7.055,0.000,0.004,0.003,700.0,100.0,35.0,632.4,316.4,-2.6,10.000,0.019,-2.516,10.001,0.018,-2.516,47.3,2.7,0.1,-185.7,-130.7,-9.2,0.492,-0.000,-0.133,18.97,0.00,-7.39,9.33,0.00,0.98,45.54,13.54,3.06,1.85,0.00,0.02,2127.820,122.133,2.333,449.932,0.832,-113.188,0,0,0,0
4.667,30.428,-63.421,72.000,48.728,-63.411,70.323,77.346,-7.063,0.000,-0.014,-0.011,700.0,100.0,35.0,633.2,314.8,-2.8,10.000,0.019,-2.515,10.001,0.019,-2.520,47.5,2.7,0.1,-184.5,-128.5,-8.5,0.491,-0.000,-0.140,18.97,0.00,-7.37,9.33,0.00,0.98,45.72,13.54,3.08,1.86,0.00,0.02,2136.789,122.133,2.330,449.933,0.833,-113.348,0,0,0,0
4.697,30.428,-63.421,72.000,48.585,-63.411,70.323,77.346,-7.072,0.000,-0.014,-0.011,700.0,100.0,35.0,634.0,313.2,-2.9,10.000,0.019,-2.515,10.001,0.019,-2.520,47.7,2.7,0.1,-187.2,-130.6,-9.2,0.491,-0.000,-0.140,18.97,0.00,-7.39,9.32,0.00,1.03,45.91,13.54,3.10,1.85,0.00,0.02,2145.758,122.133,2.322,449.933,0.834,-113.348,0,0,0,0
4.713,30.428,-63.421,72.000,48.442,-63.412,70.321,77.346,-7.080,0.000,-0.014,-0.011,700.0,100.0,35.0,634.8,311.6,-3.0,10.000,0.018,-2.518,10.001,0.019,-2.519,47.9,2.7,0.1,-187.9,-130.6,-9.2,0.490,-0.000,-0.140,18.96,0.00,-7.37,9.31,0.00,1.03,46.09,13.54,3.12,1.87,0.00,0.02,2154.727,122.133,2.371,449.933,0.834,-113.346,0,0,0,0
4.729,30.428,-63.421,72.000,48.298,-63.412,70.323,77.346,-7.089,0.000,-0.014,-0.011,700.0,100.0,35.0,635.5,310.0,-3.2,10.000,0.018,-2.515,10.001,0.019,-2.520,48.1,2.7,0.1,-188.6,-130.5,-9.2,0.490,-0.000,-0.140,18.96,0.00,-7.40,9.30,0.00,1.03,46.28,13.54,3.14,1.88,0.00,0.02,2163.696,122.133,2.312,449.933,0.834,-113.364,0,0,0,0
4.745,30.428,-63.421,72.000,48.155,-63.412,70.321,77.345,-7.097,0.000,-0.014,-0.011,700.0,100.0,35.0,636.3,308.4,-3.3,10.000,0.018,-2.518,10.001,0.019,-2.520,48.3,2.7,0.1,-189.3,-130.5,-9.2,0.490,-0.000,-0.140,18.96,0.00,-7.38,9.29,0.00,1.03,46.47,13.54,3.16,1.89,0.00,0.02,2172.666,122.133,2.361,449.933,0.834,-113.363,0,0,0,0
4.776,30.428,-63.421,72.000,48.011,-63.412,70.324,77.346,-7.106,0.000,-0.014,-0.011,700.0,100.0,35.0,637.1,306.8,-3.5,10.000,0.018,-2.515,10.001,0.019,-2.522,48.5,2.7,0.1,-190.0,-130.5,-9.3,0.489,-0.000,-0.140,18.96,0.00,-7.40,9.29,0.00,1.03,46.65,13.54,3.19,1.89,0.00,0.02,2181.636,122.133,2.302,449.934,0.833,-113.437,0,0,0,0
4.791,30.428,-63.421,72.000,47.867,-63.412,70.322,77.345,-7.114,0.000,-0.014,-0.011,700.0,100.0,35.0,637.8,305.2,-3.6,10.000,0.018,-2.518,10.001,0.019,-2.522,48.7,2.7,0.1,-190.7,-130.4,-9.3,0.489,-0.000,-0.140,18.96,0.00,-7.38,9.28,0.00,1.03,46.84,13.54,3.21,1.90,0.00,0.02,2190.606,122.133,2.351,449.934,0.833,-113.437,0,0,0,0
4.806,30.428,-63.421,72.000,47.723,-63.412,70.324,77.346,-7.123,0.000,-0.014,-0.011,700.0,100.0,35.0,638.6,303.6,-3.8,10.000,0.018,-2.514,10.001,0.018,-2.528,48.9,2.7,0.1,-191.4,-130.4,-9.3,0.488,-0.000,-0.140,18.96,0.00,-7.40,9.27,0.00,1.03,47.02,13.54,3.23,1.91,0.00,0.02,2199.577,122.133,2.291,449.934,0.832,-113.736,0,0,0,0
4.837,30.428,-63.421,72.000,47.579,-63.412,70.322,77.345,-7.132,0.000,-0.014,-0.011,700.0,100.0,35.0,639.4,302.0,-3.9,10.000,0.018,-2.517,10.001,0.018,-2.528,49.1,2.7,0.1,-192.2,-130.3,-9.3,0.488,-0.000,-0.140,18.96,0.00,-7.39,9.26,0.00,1.03,47.21,13.54,3.25,1.91,0.00,0.02,2208.548,122.133,2.341,449.934,0.830,-113.736,0,0,0,0
4.853,30.428,-63.421,72.000,47.434,-63.412,70.324,77.346,-7.141,0.000,-0.040,-0.031,700.0,100.0,35.0,640.1,300.4,-4.0,10.000,0.018,-2.513,10.001,0.018,-2.526,49.3,2.7,0.1,-191.6,-128.8,-8.9,0.488,-0.000,-0.149,18.96,0.00,-7.38,9.25,0.00,1.03,47.39,13.54,3.27,1.92,0.00,0.02,2217.519,122.133,2.285,449.934,0.829,-113.621,0,0,0,0
4.868,30.428,-63.421,72.000,47.290,-63.412,70.323,77.346,-7.150,0.000,-0.040,-0.031,700.0,100.0,35.0,640.9,298.8,-4.2,10.000,0.018,-2.516,10.001,0.018,-2.526,49.5,2.7,0.1,-193.6,-130.3,-9.3,0.487,-0.000,-0.149,18.96,0.00,-7.39,9.25,0.00,1.10,47.58,13.54,3.29,1.92,0.00,0.02,2226.491,122.133,2.330,449.934,0.828,-113.622,0,0,0,0
4.899,30.428,-63.421,72.000,47.145,-63.412,70.321,77.345,-7.159,0.000,0.029,0.023,700.0,100.0,35.0,641.6,297.2,-4.3,10.000,0.018,-2.518,10.001,0.018,-2.500,49.7,2.7,0.1,-192.2,-127.7,-8.6,0.487,-0.000,0.011,18.96,0.00,-7.37,9.24,0.00,1.10,47.76,13.54,3.31,1.94,0.00,0.02,2235.462,122.133,2.361,449.935,0.826,-112.486,0,0,0,0
4.905,30.428,-63.421,72.000,47.000,-63.412,70.323,77.345,-7.168,0.000,0.029,0.023,700.0,100.0,35.0,642.4,295.5,-4.5,10.000,0.018,-2.516,10.001,0.018,-2.501,49.9,2.7,0.1,-195.1,-130.2,-9.4,0.486,-0.000,0.011,18.96,0.00,-7.40,9.23,0.00,0.08,47.95,13.54,3.31,1.92,0.00,0.02,2244.434,122.133,2.320,449.935,0.825,-112.492,0,0,0,0
4.929,30.428,-63.421,72.000,46.855,-63.412,70.321,77.345,-7.177,0.000,0.029,0.023,700.0,100.0,35.0,643.1,293.9,-4.6,10.000,0.018,-2.519,10.001,0.018,-2.500,50.1,2.7,0.1,-195.8,-130.1,-9.4,0.486,-0.000,0.011,18.96,0.00,-7.37,9.22,0.00,0.08,48.13,13.54,3.31,1.95,0.00,0.02,2253.407,122.133,2.368,449.935,0.823,-112.491,0,0,0,0
4.945,30.428,-63.421,72.000,46.709,-63.412,70.323,77.345,-7.186,0.000,0.029,0.023,700.0,100.0,35.0,643.9,292.3,-4.8,10.000,0.018,-2.515,10.001,0.018,-2.501,50.3,2.7,0.1,-196.6,-130.1,-9.4,0.486,-0.000,0.011,18.96,0.00,-7.40,9.21,0.00,0.08,48.32,13.54,3.32,1.96,0.00,0.02,2262.379,122.133,2.309,449.935,0.822,-112.518,0,0,0,0
4.975,30.428,-63.421,72.000,46.564,-63.412,70.321,77.345,-7.195,0.000,0.029,0.023,700.0,100.0,35.0,644.6,290.6,-4.9,10.000,0.018,-2.518,10.001,0.018,-2.501,50.5,2.7,0.1,-197.3,-130.0,-9.4,0.485,-0.000,0.011,18.96,0.00,-7.38,9.21,0.00,0.08,48.50,13.54,3.32,1.97,0.00,0.02,2271.352,122.133,2.358,449.935,0.820,-112.517,0,0,0,0
4.991,30.428,-63.421,72.000,46.418,-63.412,70.324,77.345,-7.204,0.000,0.029,0.023,700.0,100.0,35.0,645.4,289.0,-5.1,10.000,0.018,-2.514,10.001,0.018,-2.503,50.7,2.7,0.1,-198.0,-130.0,-9.4,0.485,-0.000,0.011,18.96,0.00,-7.40,9.20,0.00,0.08,48.68,13.54,3.32,1.97,0.00,0.02,2280.326,122.133,2.299,449.935,0.818,-112.622,0,0,0,0
5.007,30.428,-63.421,72.000,46.272,-63.412,70.322,77.345,-7.213,0.000,0.029,0.023,700.0,100.0,35.0,646.1,287.4,-5.2,10.000,0.018,-2.517,10.001,0.018,-2.503,50.9,2.7,0.1,-198.8,-129.9,-9.4,0.484,-0.000,0.011,18.96,0.00,-7.38,9.19,0.00,0.08,48.87,13.54,3.32,1.98,0.00,0.02,2289.299,122.133,2.348,449.936,0.817,-112.622,0,0,0,0
5.039,30.428,-63.421,72.000,46.126,-63.412,70.324,77.345,-7.223,0.000,0.029,0.023,700.0,100.0,35.0,646.8,285.7,-5.4,10.000,0.018,-2.513,10.001,0.018,-2.517,51.1,2.7,0.1,-199.5,-129.9,-9.4,0.484,-0.000,0.011,18.96,0.00,-7.40,9.18,0.00,0.08,49.05,13.54,3.32,1.99,0.00,0.02,2298.273,122.133,2.288,449.936,0.815,-113.220,0,0,0,0
5.045,30.428,-63.421,72.000,45.980,-63.412,70.322,77.345,-7.232,0.000,0.029,0.023,700.0,100.0,35.0,647.6,284.1,-5.5,10.000,0.018,-2.517,10.001,0.018,-2.517,51.3,2.7,0.1,-200.3,-129.8,-9.5,0.483,-0.000,0.011,18.96,0.00,-7.39,9.17,0.00,0.08,49.24,13.54,3.32,2.00,0.00,0.02,2307.247,122.133,2.338,449.936,0.814,-113.220,0,0,0,0
5.070,30.428,-63.421,72.000,45.833,-63.412,70.324,77.345,-7.242,0.000,0.000,0.000,700.0,100.0,35.0,648.3,282.4,-5.6,10.000,0.018,-2.514,10.001,0.018,-2.517,51.5,2.7,0.1,-199.5,-128.1,-8.9,0.483,-0.000,-0.000,18.96,0.00,-7.38,9.16,0.00,0.08,49.42,13.54,3.33,2.00,0.00,0.02,2316.222,122.133,2.293,449.936,0.812,-113.225,0,0,0,0
5.086,30.428,-63.421,72.000,45.686,-63.412,70.323,77.345,-7.251,0.000,0.000,0.000,700.0,100.0,35.0,649.0,280.7,-5.8,10.000,0.018,-2.516,10.001,0.018,-2.517,51.7,2.7,0.1,-201.8,-129.7,-9.5,0.483,-0.000,-0.000,18.96,0.00,-7.39,9.16,0.00,0.00,49.60,13.54,3.33,2.00,0.00,0.02,2325.196,122.133,2.327,449.936,0.810,-113.227,0,0,0,0
5.117,30.428,-63.421,72.000,45.539,-63.412,70.321,77.345,-7.261,0.000,0.037,0.029,700.0,100.0,35.0,649.7,279.1,-5.9,10.000,0.018,-2.519,10.001,0.018,-2.506,51.9,2.7,0.1,-206.6,-134.2,-10.9,0.482,-0.000,-0.121,18.96,0.00,-7.37,9.15,0.00,0.00,49.78,13.54,3.33,2.02,0.00,0.02,2334.172,122.133,2.376,449.936,0.809,-112.742,0,0,0,0
5.133,30.428,-63.421,72.000,45.392,-63.412,70.323,77.345,-7.271,0.000,0.037,0.029,700.0,100.0,35.0,650.4,277.4,-6.1,10.000,0.018,-2.515,10.001,0.018,-2.506,52.1,2.7,0.1,-203.3,-129.6,-9.5,0.482,-0.000,-0.121,18.96,0.00,-7.40,9.14,0.00,0.89,49.97,13.54,3.34,2.07,0.00,0.03,2343.147,122.133,2.317,449.936,0.808,-112.750,0,0,0,0
5.148,30.428,-63.421,72.000,45.245,-63.412,70.321,77.345,-7.280,0.000,0.037,0.029,700.0,100.0,35.0,651.1,275.7,-6.2,10.000,0.018,-2.518,10.001,0.018,-2.506,52.3,2.7,0.1,-204.1,-129.6,-9.5,0.481,-0.000,-0.121,18.95,0.00,-7.37,9.13,0.00,0.89,50.15,13.54,3.36,2.03,0.00,0.02,2352.123,122.133,2.366,449.937,0.807,-112.748,0,0,0,0
5.179,30.428,-63.421,72.000,45.097,-63.412,70.324,77.345,-7.290,0.000,0.037,0.029,700.0,100.0,35.0,651.9,274.1,-6.4,10.000,0.018,-2.514,10.001,0.018,-2.507,52.5,2.7,0.1,-204.8,-129.5,-9.5,0.481,-0.000,-0.121,18.95,0.00,-7.40,9.12,0.00,0.89,50.33,13.54,3.38,2.04,0.00,0.02,2361.099,122.133,2.307,449.937,0.807,-112.784,0,0,0,0
5.185,30.428,-63.421,72.000,44.949,-63.412,70.322,77.345,-7.300,0.000,0.037,0.029,700.0,100.0,35.0,652.6,272.4,-6.5,10.000,0.018,-2.518,10.001,0.018,-2.507,52.7,2.7,0.1,-205.6,-129.5,-9.6,0.480,-0.000,-0.121,18.95,0.00,-7.38,9.11,0.00,0.89,50.51,13.54,3.40,2.05,0.00,0.02,2370.075,122.133,2.356,449.937,0.807,-112.782,0,0,0,0
5.210,30.428,-63.421,72.000,44.801,-63.412,70.324,77.345,-7.310,0.000,0.037,0.029,700.0,100.0,35.0,653.3,270.7,-6.7,10.000,0.018,-2.514,10.001,0.018,-2.510,52.9,2.7,0.1,-206.4,-129.4,-9.6,0.480,-0.000,-0.121,18.95,0.00,-7.40,9.11,0.00,0.89,50.70,13.54,3.41,2.06,0.00,0.02,2379.052,122.133,2.297,449.937,0.807,-112.929,0,0,0,0
5.226,30.428,-63.421,72.000,44.653,-63.412,70.322,77.345,-7.320,0.000,0.037,0.029,700.0,100.0,35.0,654.0,269.0,-6.8,10.000,0.018,-2.517,10.001,0.018,-2.510,53.1,2.7,0.1,-207.1,-129.3,-9.6,0.480,-0.000,-0.121,18.95,0.00,-7.39,9.10,0.00,0.89,50.88,13.54,3.43,2.06,0.00,0.02,2388.028,122.133,2.346,449.937,0.808,-112.927,0,0,0,0
5.257,30.428,-63.421,72.000,44.505,-63.412,70.325,77.345,-7.330,0.000,0.027,0.021,700.0,100.0,35.0,654.6,267.3,-7.0,10.000,0.018,-2.513,10.001,0.018,-2.521,53.3,2.7,0.1,-207.9,-129.3,-9.6,0.479,-0.000,-0.125,18.95,0.00,-7.40,9.09,0.00,0.89,51.06,13.54,3.45,2.07,0.00,0.02,2397.006,122.133,2.286,449.937,0.808,-113.420,0,0,0,0
5.272,30.428,-63.421,72.000,44.356,-63.412,70.323,77.345,-7.340,0.000,0.027,0.021,700.0,100.0,35.0,655.3,265.6,-7.1,10.000,0.018,-2.516,10.001,0.018,-2.521,53.5,2.7,0.1,-208.7,-129.2,-9.6,0.479,-0.000,-0.125,18.95,0.00,-7.39,9.08,0.00,0.92,51.24,13.54,3.47,2.08,0.00,0.02,2405.983,122.133,2.336,449.937,0.809,-113.419,0,0,0,0
5.288,30.428,-63.421,72.000,44.207,-63.412,70.324,77.345,-7.350,0.000,-0.007,-0.005,700.0,100.0,35.0,656.0,263.9,-7.3,10.000,0.018,-2.514,10.001,0.018,-2.526,53.7,2.7,0.1,-207.7,-127.3,-9.0,0.478,-0.000,-0.137,18.95,0.00,-7.38,9.07,0.00,0.92,51.42,13.54,3.49,2.09,0.00,0.02,2414.961,122.133,2.309,449.938,0.809,-113.618,0,0,0,0
5.320,30.428,-63.421,72.000,44.058,-63.412,70.323,77.345,-7.361,0.000,-0.007,-0.005,700.0,100.0,35.0,656.7,262.2,-7.4,10.000,0.018,-2.516,10.001,0.018,-2.526,53.9,2.7,0.1,-210.2,-129.1,-9.6,0.478,-0.000,-0.137,18.95,0.00,-7.39,9.06,0.00,1.01,51.61,13.54,3.51,2.08,0.00,0.02,2423.939,122.133,2.326,449.938,0.810,-113.619,0,0,0,0
5.325,30.428,-63.421,72.000,43.909,-63.412,70.321,77.345,-7.371,0.001,-0.007,-0.005,700.0,100.0,35.0,657.4,260.5,-7.6,10.000,0.018,-2.519,10.001,0.018,-2.525,54.1,2.7,0.1,-215.8,-134.2,-11.3,0.477,-0.000,-0.271,18.95,0.00,-7.37,9.06,0.00,1.01,51.79,13.54,3.53,2.10,0.00,0.02,2432.918,122.133,2.375,449.938,0.811,-113.615,0,0,0,0
5.351,30.428,-63.421,72.000,43.759,-63.412,70.323,77.345,-7.382,0.001,-0.007,-0.005,700.0,100.0,35.0,658.1,258.8,-7.7,10.000,0.018,-2.515,10.001,0.018,-2.526,54.3,2.7,0.1,-211.8,-129.0,-9.7,0.477,-0.000,-0.271,18.95,0.00,-7.40,9.05,0.00,2.00,51.97,13.54,3.57,2.16,0.00,0.03,2441.897,122.133,2.316,449.939,0.812,-113.625,0,0,0,0
